seq,send_ts_ns,ack_recv_ts_ns,retransmits
4158,100119336119583,100119336280083,0
4159,100119336325875,100119336415125,0
4160,100119336541833,100119336680416,0
4161,100119336743583,100119336815666,0
4162,100119336957916,100119337056208,0
4163,100119337165666,100119337321750,0
4164,100119337379375,100119337455583,0
4165,100119337584541,100119337721458,0
4166,100119337793833,100119337843541,0
4167,100119338008958,100119338108291,0
4168,100119338209125,100119338242916,0
4169,100119338412916,100119338509875,0
4170,100119338613041,100119338645000,0
4171,100119338821041,100119338889666,0
4172,100119339030625,100119339134000,0
4173,100119339238500,100119339403958,0
4174,100119339453458,100119339520375,0
4175,100119339663041,100119339803958,0
4176,100119339868750,100119339937791,0
4177,100119340076000,100119340200000,0
4178,100119340276666,100119340335125,0
4179,100119340486000,100119340597875,0
4180,100119340694041,100119340739000,0
4181,100119340895125,100119340978625,0
4182,100119341106791,100119341242375,0
4183,100119341319916,100119341378375,0
4184,100119341530583,100119341640416,0
4185,100119341739458,100119341773250,0
4186,100119341950333,100119342001416,0
4187,100119342151416,100119342266458,0
4188,100119342353625,100119342403166,0
4189,100119342570375,100119342653791,0
4190,100119342778458,100119342920666,0
4191,100119342989083,100119343041666,0
4192,100119343196916,100119343313416,0
4193,100119343397041,100119343449666,0
4194,100119343602666,100119343721291,0
4195,100119343807666,100119343857958,0
4196,100119344025416,100119344108291,0
4197,100119344238125,100119344423500,0
4198,100119344449666,100119344557750,0
4199,100119344653083,100119344693625,0
4200,100119344862916,100119344913916,0
4201,100119345070916,100119345159125,0
4202,100119345279750,100119345437833,0
4203,100119345492291,100119345570958,0
4204,100119345704333,100119345810125,0
4205,100119345907375,100119345997750,0
4206,100119346122041,100119346289375,0
4207,100119346335750,100119346428500,0
4208,100119346536541,100119346584208,0
4209,100119346747791,100119346835166,0
4210,100119346951041,100119347085250,0
4211,100119347155541,100119347218875,0
4212,100119347361583,100119347482750,0
4213,100119347573875,100119347614166,0
4214,100119347793375,100119347853666,0
4215,100119347999125,100119348106291,0
4216,100119348208541,100119348248041,0
4217,100119348410083,100119348497000,0
4218,100119348625000,100119348764541,0
4219,100119348826000,100119348903166,0
4220,100119349030375,100119349149958,0
4221,100119349240375,100119349284125,0
4222,100119349450958,100119349536625,0
4223,100119349659750,100119349803500,0
4224,100119349869541,100119349922625,0
4225,100119350083041,100119350177125,0
4226,100119350294916,100119350430875,0
4227,100119350506916,100119350554291,0
4228,100119350709583,100119350771000,0
4229,100119350910875,100119350992291,0
4230,100119351121583,100119351158375,0
4231,100119351330958,100119351424625,0
4232,100119351544250,100119351672333,0
4233,100119351748208,100119351798041,0
4234,100119351964083,100119352063458,0
4235,100119352175916,100119352318916,0
4236,100119352380166,100119352451125,0
4237,100119352589625,100119352692500,0
4238,100119352800833,100119352920458,0
4239,100119353013666,100119353056041,0
4240,100119353221541,100119353307416,0
4241,100119353431000,100119353526791,0
4242,100119353635583,100119353773541,0
4243,100119353844291,100119353907333,0
4244,100119354058958,100119354173625,0
4245,100119354261625,100119354308125,0
4246,100119354475000,100119354574208,0
4247,100119354685583,100119354817416,0
4248,100119354892250,100119354949875,0
4249,100119355102916,100119355218375,0
4250,100119355317625,100119355354625,0
4251,100119355525583,100119355577541,0
4252,100119355733541,100119355819375,0
4253,100119355945291,100119356064000,0
4254,100119356158958,100119356198333,0
4255,100119356370333,100119356422916,0
4256,100119356578958,100119356689916,0
4257,100119356780583,100119356823291,0
4258,100119356990875,100119357075458,0
4259,100119357198875,100119357317541,0
4260,100119357399000,100119357451125,0
4261,100119357606875,100119357716250,0
4262,100119357817750,100119357853625,0
4263,100119358029583,100119358099375,0
4264,100119358238875,100119358341958,0
4265,100119358447541,100119358611333,0
4266,100119358657583,100119358744791,0
4267,100119358864208,100119359010916,0
4268,100119359070333,100119359123541,0
4269,100119359281583,100119359389500,0
4270,100119359490916,100119359654500,0
4271,100119359698625,100119359771000,0
4272,100119359913333,100119360017125,0
4273,100119360124833,100119360257583,0
4274,100119360334250,100119360373083,0
4275,100119360548208,100119360639125,0
4276,100119360761666,100119360909333,0
4277,100119360972208,100119361043750,0
4278,100119361172291,100119361290500,0
4279,100119361377583,100119361424333,0
4280,100119361581541,100119361665875,0
4281,100119361789625,100119361907666,0
4282,100119362004250,100119362045583,0
4283,100119362212375,100119362297416,0
4284,100119362420208,100119362565208,0
4285,100119362634916,100119362697041,0
4286,100119362845583,100119362930875,0
4287,100119363056291,100119363154833,0
4288,100119363263458,100119363401583,0
4289,100119363473541,100119363536291,0
4290,100119363677541,100119363802583,0
4291,100119363890916,100119363936375,0
4292,100119364096458,100119364203833,0
4293,100119364297666,100119364343458,0
4294,100119364509541,100119364609333,0
4295,100119364716208,100119364879208,0
4296,100119364920208,100119365015125,0
4297,100119365124208,100119365258041,0
4298,100119365333583,100119365391000,0
4299,100119365542958,100119365646000,0
4300,100119365746291,100119365788583,0
4301,100119365957125,100119366067500,0
4302,100119366174333,100119366333166,0
4303,100119366382250,100119366459875,0
4304,100119366595666,100119366727416,0
4305,100119366807541,100119366994458,0
4306,100119367011750,100119367131625,0
4307,100119367222250,100119367264583,0
4308,100119367432916,100119367522333,0
4309,100119367646333,100119367798416,0
4310,100119367854166,100119367934666,0
4311,100119368066375,100119368204416,0
4312,100119368272875,100119368338833,0
4313,100119368477125,100119368600958,0
4314,100119368693333,100119368736208,0
4315,100119368903583,100119368978541,0
4316,100119369113000,100119369210333,0
4317,100119369328916,100119369485416,0
4318,100119369536875,100119369614416,0
4319,100119369746291,100119369883750,0
4320,100119369953250,100119370150666,0
4321,100119370159291,100119370288208,0
4322,100119370375750,100119370555125,0
4323,100119370588875,100119370693041,0
4324,100119370806166,100119370962666,0
4325,100119371015583,100119371098000,0
4326,100119371232958,100119371354833,0
4327,100119371441000,100119371602916,0
4328,100119371657375,100119371715875,0
4329,100119371868875,100119371983125,0
4330,100119372085083,100119372228666,0
4331,100119372292875,100119372365416,0
4332,100119372501125,100119372612166,0
4333,100119372714250,100119372865583,0
4334,100119372928916,100119373002041,0
4335,100119373138208,100119373283708,0
4336,100119373348625,100119373398500,0
4337,100119373552958,100119373653208,0
4338,100119373756958,100119373907625,0
4339,100119373972958,100119374043166,0
4340,100119374187041,100119374311958,0
4341,100119374398958,100119374553666,0
4342,100119374600875,100119374690125,0
4343,100119374812875,100119374957666,0
4344,100119375023625,100119375094750,0
4345,100119375226791,100119375346208,0
4346,100119375427958,100119375613833,0
4347,100119375638333,100119375736208,0
4348,100119375851625,100119376005958,0
4349,100119376052250,100119376143000,0
4350,100119376268250,100119376411250,0
4351,100119376484208,100119376545541,0
4352,100119376684416,100119376792208,0
4353,100119376899666,100119377038958,0
4354,100119377110875,100119377173125,0
4355,100119377310958,100119377437958,0
4356,100119377525583,100119377704291,0
4357,100119377738875,100119377816000,0
4358,100119377940291,100119378060500,0
4359,100119378150958,100119378198666,0
4360,100119378361541,100119378450125,0
4361,100119378575000,100119378673833,0
4362,100119378777541,100119378924208,0
4363,100119378980166,100119379036833,0
4364,100119379192208,100119379284166,0
4365,100119379398958,100119379533791,0
4366,100119379614333,100119379670166,0
4367,100119379817083,100119379932500,0
4368,100119380031541,100119380204375,0
4369,100119380244916,100119380327125,0
4370,100119380450375,100119380597250,0
4371,100119380663583,100119380732250,0
4372,100119380878250,100119380957583,0
4373,100119381092750,100119381237666,0
4374,100119381303625,100119381374041,0
4375,100119381504958,100119381645625,0
4376,100119381712916,100119381782166,0
4377,100119381921583,100119382053583,0
4378,100119382139375,100119382324916,0
4379,100119382346208,100119382447166,0
4380,100119382563583,100119382716458,0
4381,100119382771500,100119382850333,0
4382,100119382985041,100119383093833,0
4383,100119383191500,100119383367375,0
4384,100119383402291,100119383486666,0
4385,100119383607500,100119383752875,0
4386,100119383811541,100119383888416,0
4387,100119384021041,100119384142083,0
4388,100119384227583,100119384412000,0
4389,100119384442250,100119384550208,0
4390,100119384658208,100119384804291,0
4391,100119384868875,100119384942291,0
4392,100119385079750,100119385211041,0
4393,100119385282000,100119385347291,0
4394,100119385485583,100119385597750,0
4395,100119385694166,100119385869916,0
4396,100119385899541,100119385996375,0
4397,100119386114708,100119386261416,0
4398,100119386330250,100119386395750,0
4399,100119386531625,100119386654625,0
4400,100119386737125,100119386791666,0
4401,100119386951583,100119387061166,0
4402,100119387166250,100119387331708,0
4403,100119387379541,100119387468750,0
4404,100119387588875,100119387739208,0
4405,100119387806291,100119387875000,0
4406,100119388013083,100119388147375,0
4407,100119388219500,100119388275375,0
4408,100119388430250,100119388547291,0
4409,100119388643833,100119388816750,0
4410,100119388852208,100119388954041,0
4411,100119389058250,100119389222500,0
4412,100119389275458,100119389359708,0
4413,100119389483500,100119389629416,0
4414,100119389699583,100119389766750,0
4415,100119389903750,100119390039250,0
4416,100119390114208,100119390178000,0
4417,100119390323583,100119390425583,0
4418,100119390534833,100119390679208,0
4419,100119390744958,100119390813833,0
4420,100119390959583,100119391061375,0
4421,100119391171458,100119391330458,0
4422,100119391386208,100119391442875,0
4423,100119391595791,100119391716916,0
4424,100119391802250,100119391854666,0
4425,100119392008916,100119392125916,0
4426,100119392216916,100119392395250,0
4427,100119392426250,100119392532875,0
4428,100119392636916,100119392784291,0
4429,100119392849041,100119392920416,0
4430,100119393055833,100119393191041,0
4431,100119393266208,100119393317666,0
4432,100119393472958,100119393589958,0
4433,100119393674250,100119393728375,0
4434,100119393882833,100119394003708,0
4435,100119394092333,100119394270541,0
4436,100119394307083,100119394408250,0
4437,100119394523291,100119394652708,0
4438,100119394723750,100119394788916,0
4439,100119394938333,100119395060333,0
4440,100119395146208,100119395216625,0
4441,100119395346500,100119395464375,0
4442,100119395550833,100119395723208,0
4443,100119395758208,100119395860666,0
4444,100119395974208,100119396130750,0
4445,100119396183541,100119396242625,0
4446,100119396383666,100119396496583,0
4447,100119396595541,100119396763041,0
4448,100119396809791,100119396899458,0
4449,100119397025125,100119397155166,0
4450,100119397237583,100119397291958,0
4451,100119397446416,100119397565208,0
4452,100119397656958,100119397835583,0
4453,100119397867833,100119397948208,0
4454,100119398072916,100119398219416,0
4455,100119398273166,100119398352583,0
4456,100119398474541,100119398614875,0
4457,100119398681208,100119398738625,0
4458,100119398881583,100119398992416,0
4459,100119399092916,100119399262916,0
4460,100119399308833,100119399399583,0
4461,100119399514583,100119399662291,0
4462,100119399726500,100119399799833,0
4463,100119399935875,100119400054833,0
4464,100119400137416,100119400190375,0
4465,100119400341333,100119400438291,0
4466,100119400548625,100119400694541,0
4467,100119400763000,100119400817666,0
4468,100119400963833,100119401088583,0
4469,100119401165125,100119401332333,0
4470,100119401381000,100119401467583,0
4471,100119401593708,100119401736250,0
4472,100119401804083,100119401873291,0
4473,100119402010541,100119402145875,0
4474,100119402218666,100119402282708,0
4475,100119402421166,100119402555458,0
4476,100119402636000,100119402689666,0
4477,100119402853458,100119402962500,0
4478,100119403071916,100119403235541,0
4479,100119403281333,100119403369416,0
4480,100119403493250,100119403619833,0
4481,100119403704291,100119403757916,0
4482,100119403920083,100119404018625,0
4483,100119404122625,100119404265375,0
4484,100119404333416,100119404388333,0
4485,100119404546833,100119404638791,0
4486,100119404760791,100119404908291,0
4487,100119404971875,100119405043916,0
4488,100119405182916,100119405289625,0
4489,100119405396166,100119405560833,0
4490,100119405614333,100119405685166,0
4491,100119405824083,100119405933500,0
4492,100119406034625,100119406206583,0
4493,100119406244000,100119406340666,0
4494,100119406459333,100119406599041,0
4495,100119406670791,100119406735125,0
4496,100119406882291,100119406985333,0
4497,100119407084583,100119407259458,0
4498,100119407296666,100119407395625,0
4499,100119407505916,100119407645166,0
4500,100119407713416,100119407765708,0
4501,100119407924041,100119408013000,0
4502,100119408134333,100119408263791,0
4503,100119408349291,100119408528791,0
4504,100119408564125,100119408665208,0
4505,100119408781291,100119408929583,0
4506,100119408981500,100119409053291,0
4507,100119409195416,100119409303708,0
4508,100119409406583,100119409571666,0
4509,100119409622416,100119409707708,0
4510,100119409826541,100119409976458,0
4511,100119410038791,100119410089958,0
4512,100119410246916,100119410337708,0
4513,100119410455791,100119410585208,0
4514,100119410667791,100119410724333,0
4515,100119410875333,100119410991458,0
4516,100119411090750,100119411264291,0
4517,100119411302333,100119411402166,0
4518,100119411516916,100119411670541,0
4519,100119411726333,100119411806916,0
4520,100119411931708,100119412073500,0
4521,100119412139291,100119412210083,0
4522,100119412343375,100119412454666,0
4523,100119412559000,100119412724250,0
4524,100119412774500,100119412860333,0
4525,100119412985000,100119413110458,0
4526,100119413193208,100119413245500,0
4527,100119413407750,100119413498833,0
4528,100119413616916,100119413759750,0
4529,100119413825000,100119413894750,0
4530,100119414031958,100119414141416,0
4531,100119414248708,100119414390333,0
4532,100119414458250,100119414526000,0
4533,100119414663875,100119414777208,0
4534,100119414876916,100119415046458,0
4535,100119415090458,100119415164791,0
4536,100119415298416,100119415433416,0
4537,100119415501083,100119415569833,0
4538,100119415705166,100119415841250,0
4539,100119415914333,100119415978083,0
4540,100119416115708,100119416249458,0
4541,100119416322333,100119416386416,0
4542,100119416523791,100119416657291,0
4543,100119416729083,100119416784375,0
4544,100119416938083,100119417031875,0
4545,100119417149000,100119417320291,0
4546,100119417357041,100119417457708,0
4547,100119417563666,100119417709166,0
4548,100119417774291,100119417845791,0
4549,100119417982458,100119418115791,0
4550,100119418188875,100119418251916,0
4551,100119418403708,100119418524541,0
4552,100119418614708,100119418783916,0
4553,100119418815166,100119418907375,0
4554,100119419023583,100119419177000,0
4555,100119419230125,100119419316583,0
4556,100119419439291,100119419582875,0
4557,100119419653833,100119419719458,0
4558,100119419868500,100119419980458,0
4559,100119420085375,100119420234875,0
4560,100119420287708,100119420370958,0
4561,100119420488333,100119420641458,0
4562,100119420697041,100119420777916,0
4563,100119420904375,100119421047083,0
4564,100119421116625,100119421167958,0
4565,100119421321666,100119421425291,0
4566,100119421526166,100119421561625,0
4567,100119421731500,100119421831375,0
4568,100119421935625,100119422100875,0
4569,100119422136833,100119422236458,0
4570,100119422340833,100119422502625,0
4571,100119422551666,100119422638833,0
4572,100119422760833,100119422910416,0
4573,100119422971291,100119423023291,0
4574,100119423175458,100119423292916,0
4575,100119423383500,100119423427000,0
4576,100119423588875,100119423697125,0
4577,100119423793916,100119423833500,0
4578,100119423996750,100119424105500,0
4579,100119424200250,100119424240541,0
4580,100119424404291,100119424493083,0
4581,100119424609083,100119424762208,0
4582,100119424819791,100119424897208,0
4583,100119425034541,100119425164708,0
4584,100119425237000,100119425289625,0
4585,100119425451250,100119425556041,0
4586,100119425664958,100119425818541,0
4587,100119425879000,100119425952125,0
4588,100119426090916,100119426216541,0
4589,100119426302125,100119426352000,0
4590,100119426505750,100119426601708,0
4591,100119426706708,100119426843625,0
4592,100119426919916,100119426976625,0
4593,100119427122750,100119427204000,0
4594,100119427331166,100119427450000,0
4595,100119427545416,100119427582500,0
4596,100119427751875,100119427843833,0
4597,100119427966916,100119428106000,0
4598,100119428172916,100119428229500,0
4599,100119428388458,100119428472166,0
4600,100119428592458,100119428738958,0
4601,100119428800166,100119428847666,0
4602,100119429003708,100119429110125,0
4603,100119429210000,100119429248291,0
4604,100119429414833,100119429498041,0
4605,100119429623750,100119429762416,0
4606,100119429831583,100119429896875,0
4607,100119430047666,100119430162791,0
4608,100119430257041,100119430297500,0
4609,100119430472625,100119430537666,0
4610,100119430680083,100119430802041,0
4611,100119430893750,100119430927541,0
4612,100119431105708,100119431156291,0
4613,100119431306208,100119431420666,0
4614,100119431509166,100119431556958,0
4615,100119431718750,100119431823541,0
4616,100119431924833,100119431957958,0
4617,100119432128625,100119432224583,0
4618,100119432330666,100119432490500,0
4619,100119432534000,100119432624416,0
4620,100119432734833,100119432889416,0
4621,100119432937416,100119433022166,0
4622,100119433153958,100119433287708,0
4623,100119433358625,100119433407083,0
4624,100119433569125,100119433654791,0
4625,100119433781333,100119433915958,0
4626,100119433986708,100119434035458,0
4627,100119434189958,100119434302458,0
4628,100119434394208,100119434434083,0
4629,100119434596250,100119434662000,0
4630,100119434802250,100119434906291,0
4631,100119435009125,100119435040791,0
4632,100119435215291,100119435282625,0
4633,100119435418333,100119435535375,0
4634,100119435621208,100119435667916,0
4635,100119435837416,100119435933750,0
4636,100119436052250,100119436182083,0
4637,100119436252333,100119436317125,0
4638,100119436452916,100119436571333,0
4639,100119436656583,100119436704083,0
4640,100119436857791,100119436970208,0
4641,100119437074041,100119437106583,0
4642,100119437275541,100119437372958,0
4643,100119437477458,100119437507083,0
4644,100119437686166,100119437771916,0
4645,100119437895625,100119438032583,0
4646,100119438100791,100119438150166,0
4647,100119438303250,100119438401916,0
4648,100119438504083,100119438536333,0
4649,100119438704958,100119438802291,0
4650,100119438920291,100119438955125,0
4651,100119439126541,100119439221833,0
4652,100119439329583,100119439482125,0
4653,100119439532541,100119439616000,0
4654,100119439734875,100119439880541,0
4655,100119439936875,100119440014666,0
4656,100119440138083,100119440251416,0
4657,100119440355250,100119440515750,0
4658,100119440558208,100119440650625,0
4659,100119440761500,100119440914791,0
4660,100119440963916,100119441046750,0
4661,100119441166041,100119441295375,0
4662,100119441380458,100119441427458,0
4663,100119441584458,100119441693291,0
4664,100119441789458,100119441827375,0
4665,100119441993333,100119442075708,0
4666,100119442194666,100119442340250,0
4667,100119442401583,100119442465875,0
4668,100119442617791,100119442734000,0
4669,100119442830041,100119442867000,0
4670,100119443033583,100119443118458,0
4671,100119443242625,100119443379750,0
4672,100119443446208,100119443514250,0
4673,100119443646291,100119443762833,0
4674,100119443849125,100119443895458,0
4675,100119444049250,100119444161208,0
4676,100119444266208,100119444294625,0
4677,100119444470208,100119444535541,0
4678,100119444670666,100119444788625,0
4679,100119444874583,100119444921083,0
4680,100119445082583,100119445207916,0
4681,100119445294500,100119445342750,0
4682,100119445504916,100119445611458,0
4683,100119445714291,100119445881250,0
4684,100119445915375,100119446016083,0
4685,100119446121541,100119446284041,0
4686,100119446331708,100119446409083,0
4687,100119446546416,100119446679791,0
4688,100119446759875,100119446810958,0
4689,100119446966333,100119447082375,0
4690,100119447170416,100119447215166,0
4691,100119447382375,100119447480916,0
4692,100119447600833,100119447749833,0
4693,100119447817416,100119447883625,0
4694,100119448028458,100119448158958,0
4695,100119448234333,100119448295666,0
4696,100119448441083,100119448568125,0
4697,100119448642791,100119448698583,0
4698,100119448857375,100119448947708,0
4699,100119449070458,100119449217750,0
4700,100119449287791,100119449352666,0
4701,100119449490458,100119449624000,0
4702,100119449694416,100119449748666,0
4703,100119449909000,100119450016083,0
4704,100119450122291,100119450153750,0
4705,100119450330916,100119450418916,0
4706,100119450541208,100119450671916,0
4707,100119450741791,100119450808291,0
4708,100119450955541,100119451070750,0
4709,100119451173208,100119451326291,0
4710,100119451374541,100119451462500,0
4711,100119451582375,100119451730958,0
4712,100119451791041,100119451862791,0
4713,100119452001333,100119452129458,0
4714,100119452210000,100119452262958,0
4715,100119452420208,100119452490375,0
4716,100119452623833,100119452755791,0
4717,100119452839000,100119453007250,0
4718,100119453053625,100119453146041,0
4719,100119453269625,100119453453125,0
4720,100119453478791,100119453624625,0
4721,100119453688791,100119453758750,0
4722,100119453904291,100119453996916,0
4723,100119454105750,100119454222958,0
4724,100119454310416,100119454528958,0
4725,100119454521791,100119454661416,0
4726,100119454730333,100119454796375,0
4727,100119454932583,100119455037083,0
4728,100119455148291,100119455319541,0
4729,100119455363125,100119455438833,0
4730,100119455576541,100119455705708,0
4731,100119455787041,100119455839666,0
4732,100119455992375,100119456088750,0
4733,100119456198250,100119456337708,0
4734,100119456401583,100119456450583,0
4735,100119456606916,100119456675875,0
4736,100119456821458,100119456912791,0
4737,100119457036291,100119457161291,0
4738,100119457237666,100119457289458,0
4739,100119457445791,100119457517458,0
4740,100119457659125,100119457786166,0
4741,100119457872000,100119457937750,0
4742,100119458081625,100119458203625,0
4743,100119458294916,100119458339958,0
4744,100119458500250,100119458606708,0
4745,100119458711000,100119458745833,0
4746,100119458917583,100119459014500,0
4747,100119459132250,100119459260916,0
4748,100119459345625,100119459525666,0
4749,100119459562708,100119459690625,0
4750,100119459764041,100119459825333,0
4751,100119459982083,100119460129041,0
4752,100119460191083,100119460396791,0
4753,100119460405625,100119460532500,0
4754,100119460619416,100119460667500,0
4755,100119460835208,100119460962708,0
4756,100119461046333,100119461135750,0
4757,100119461256041,100119461414875,0
4758,100119461465375,100119461570041,0
4759,100119461669916,100119461846875,0
4760,100119461875541,100119461960041,0
4761,100119462088625,100119462242750,0
4762,100119462296416,100119462376958,0
4763,100119462508541,100119462627958,0
4764,100119462722083,100119462762833,0
4765,100119462928666,100119463008375,0
4766,100119463143750,100119463250166,0
4767,100119463353958,100119463384833,0
4768,100119463559541,100119463790333,0
4769,100119463797250,100119463928250,0
4770,100119464010000,100119464065833,0
4771,100119464212791,100119464460875,0
4772,100119464415708,100119464463833,0
4773,100119464623333,100119464703291,0
4774,100119464836500,100119464953000,0
4775,100119465044166,100119465085041,0
4776,100119465256791,100119465353000,0
4777,100119465471125,100119465612333,0
4778,100119465685166,100119465747250,0
4779,100119465891125,100119465992958,0
4780,100119466094041,100119466133625,0
4781,100119466302458,100119466397916,0
4782,100119466507791,100119466660916,0
4783,100119466708625,100119466776458,0
4784,100119466911333,100119467018916,0
4785,100119467122916,100119467168000,0
4786,100119467335791,100119467413958,0
4787,100119467551375,100119467651208,0
4788,100119467755583,100119467789666,0
4789,100119467961750,100119468028625,0
4790,100119468167500,100119468265500,0
4791,100119468368500,100119468403625,0
4792,100119468576000,100119468662333,0
4793,100119468780666,100119468918333,0
4794,100119468990333,100119469045291,0
4795,100119469194666,100119469293333,0
4796,100119469397000,100119469439916,0
4797,100119469603750,100119469703750,0
4798,100119469808916,100119469845500,0
4799,100119470014375,100119470085041,0
4800,100119470221083,100119470348750,0
4801,100119470422916,100119470485000,0
4802,100119470626125,100119470729208,0
4803,100119470833083,100119470865208,0
4804,100119471036666,100119471117166,0
4805,100119471244291,100119471339625,0
4806,100119471457833,100119471634333,0
4807,100119471668958,100119471769041,0
4808,100119471881833,100119472046625,0
4809,100119472088875,100119472169333,0
4810,100119472302541,100119472417625,0
4811,100119472507458,100119472550166,0
4812,100119472712458,100119472813875,0
4813,100119472916625,100119472982541,0
4814,100119473121375,100119473224500,0
4815,100119473326916,100119473362000,0
4816,100119473530291,100119473606291,0
4817,100119473740916,100119473855708,0
4818,100119473944333,100119473989916,0
4819,100119474147250,100119474250708,0
4820,100119474357916,100119474391416,0
4821,100119474568333,100119474653750,0
4822,100119474772333,100119474930375,0
4823,100119474977583,100119475063666,0
4824,100119475184375,100119475356333,0
4825,100119475399125,100119475490541,0
4826,100119475611208,100119475760416,0
4827,100119475820583,100119475894041,0
4828,100119476020791,100119476139250,0
4829,100119476229375,100119476278291,0
4830,100119476441500,100119476528125,0
4831,100119476648750,100119476779833,0
4832,100119476851041,100119476913083,0
4833,100119477062166,100119477164625,0
4834,100119477277708,100119477411833,0
4835,100119477481500,100119477544833,0
4836,100119477687208,100119477806250,0
4837,100119477891250,100119477938916,0
4838,100119478093375,100119478189000,0
4839,100119478307625,100119478458875,0
4840,100119478519750,100119478573708,0
4841,100119478725666,100119478827500,0
4842,100119478932208,100119479069416,0
4843,100119479139250,100119479188458,0
4844,100119479344625,100119479450791,0
4845,100119479550250,100119479584416,0
4846,100119479753083,100119479848541,0
4847,100119479956375,100119479995625,0
4848,100119480156708,100119480261458,0
4849,100119480360750,100119480398875,0
4850,100119480564125,100119480661666,0
4851,100119480769500,100119480809000,0
4852,100119480970250,100119481060666,0
4853,100119481185083,100119481324791,0
4854,100119481388250,100119481457833,0
4855,100119481596791,100119481700416,0
4856,100119481803083,100119481849583,0
4857,100119482016666,100119482089125,0
4858,100119482231750,100119482329875,0
4859,100119482446541,100119482481583,0
4860,100119482655250,100119482776458,0
4861,100119482857916,100119482897250,0
4862,100119483059791,100119483126416,0
4863,100119483260166,100119483365708,0
4864,100119483468708,100119483504125,0
4865,100119483677708,100119483747583,0
4866,100119483881791,100119483997125,0
4867,100119484084625,100119484128666,0
4868,100119484285708,100119484390875,0
4869,100119484489958,100119484528250,0
4870,100119484702208,100119484772958,0
4871,100119484905500,100119485016291,0
4872,100119485116208,100119485169416,0
4873,100119485323833,100119485433791,0
4874,100119485539333,100119485580333,0
4875,100119485748291,100119485842375,0
4876,100119485958458,100119485994166,0
4877,100119486165500,100119486234666,0
4878,100119486377541,100119486479333,0
4879,100119486581916,100119486617833,0
4880,100119486782458,100119486865291,0
4881,100119486997500,100119487126791,0
4882,100119487200416,100119487253875,0
4883,100119487402750,100119487516000,0
4884,100119487606208,100119487647541,0
4885,100119487806291,100119487894083,0
4886,100119488009750,100119488049875,0
4887,100119488213291,100119488302583,0
4888,100119488422583,100119488588250,0
4889,100119488625708,100119488723833,0
4890,100119488835250,100119488957666,0
4891,100119489046458,100119489090916,0
4892,100119489260833,100119489356458,0
4893,100119489476250,100119489610916,0
4894,100119489677541,100119489737000,0
4895,100119489883458,100119489986791,0
4896,100119490093958,100119490269541,0
4897,100119490328583,100119490405291,0
4898,100119490535166,100119490636250,0
4899,100119490738125,100119490777875,0
4900,100119490942875,100119491039333,0
4901,100119491150166,100119491238833,0
4902,100119491362708,100119491414291,0
4903,100119491567166,100119491654958,0
4904,100119491778416,100119491896375,0
4905,100119491988833,100119492030375,0
4906,100119492192875,100119492293125,0
4907,100119492397375,100119492470500,0
4908,100119492607083,100119492720916,0
4909,100119492808500,100119492854166,0
4910,100119493009666,100119493093750,0
4911,100119493217416,100119493315708,0
4912,100119493419041,100119493457291,0
4913,100119493631125,100119493681750,0
4914,100119493832583,100119493943541,0
4915,100119494042375,100119494082416,0
4916,100119494255375,100119494324666,0
4917,100119494458166,100119494578541,0
4918,100119494665833,100119494830458,0
4919,100119494867625,100119494964208,0
4920,100119495068125,100119495121666,0
4921,100119495281125,100119495388125,0
4922,100119495491125,100119495527041,0
4923,100119495695166,100119495765375,0
4924,100119495899083,100119496017458,0
4925,100119496103833,100119496151416,0
4926,100119496312375,100119496410541,0
4927,100119496515958,100119496555000,0
4928,100119496720583,100119496809958,0
4929,100119496928916,100119497062583,0
4930,100119497138958,100119497194708,0
4931,100119497345166,100119497432458,0
4932,100119497561250,100119497723958,0
4933,100119497774458,100119497859250,0
4934,100119497982958,100119498121958,0
4935,100119498188875,100119498244750,0
4936,100119498409375,100119498489583,0
4937,100119498619666,100119498738958,0
4938,100119498830291,100119498877083,0
4939,100119499031916,100119499127708,0
4940,100119499246250,100119499391583,0
4941,100119499452166,100119499524500,0
4942,100119499656666,100119499771250,0
4943,100119499858000,100119499906416,0
4944,100119500066666,100119500172416,0
4945,100119500267958,100119500329875,0
4946,100119500473791,100119500560875,0
4947,100119500678583,100119500825250,0
4948,100119500880291,100119500948875,0
4949,100119501096125,100119501209875,0
4950,100119501296208,100119501346791,0
4951,100119501499791,100119501623541,0
4952,100119501709875,100119501764458,0
4953,100119501919791,100119502164458,0
4954,100119502124500,100119502167458,0
4955,100119502334250,100119502415333,0
4956,100119502547833,100119502661875,0
4957,100119502751708,100119502799791,0
4958,100119502959583,100119503062625,0
4959,100119503170791,100119503208458,0
4960,100119503378125,100119503447666,0
4961,100119503580625,100119503698208,0
4962,100119503791208,100119503834625,0
4963,100119504002750,100119504276708,0
4964,100119504217416,100119504450250,0
4965,100119504420708,100119504649708,0
4966,100119504631208,100119504801500,0
4967,100119504837833,100119504936041,0
4968,100119505049250,100119505228708,0
4969,100119505272125,100119505361833,0
4970,100119505480083,100119505639875,0
4971,100119505690916,100119505774208,0
4972,100119505902916,100119506011166,0
4973,100119506110208,100119506286041,0
4974,100119506323333,100119506417958,0
4975,100119506537416,100119506674375,0
4976,100119506741833,100119506821083,0
4977,100119506963458,100119507104500,0
4978,100119507163916,100119507243291,0
